ALink,SName,SLink,Lyric,language
/alicia-keys/,Empire State Of Mind (part. Ii),/alicia-keys/empire-state-of-mind-part-ii.html,"Oooh oooh, New York (2x)

Grew up in a town,
That is famous as a place of movie scenes
Noise is always loud
There are sirens all around
And the streets are mean
If I could make it here
I could make it anywhere
That's what they say
Seeing my face in lights
Or my name in marquees found down Broadway

Even if it ain't all it seems
I got a pocketful of dreams
Baby, I'm from

(Chorus)
New York, concrete jungle where dreams are made of
There's nothing you can't do
Now you're in New York
These streets will make you feel brand new
Big lights will inspire you
Hear it for New York, New York, New York

On the avenue, there ain't never a curfew
Ladies work so hard
Such a melting pot on the corner selling rock
Preachers pray to God
Hail a gypsy cab
Takes me down from Harlem to the Brooklyn Bridge
Someone sleeps tonight with a hunger
For more than from an empty fridge

I'm going to make it by any means
I got a pocketful of dreams
Baby, I'm from

(Chorus)
New York, concrete jungle where dreams are made of
There's nothing you can't do
Now you're in New York
These streets will make you feel brand new
Big lights will inspire you
Hear it for New York, New York, New York

(Chorus)
One hand in the air for the big city
Street lights, big dreams, all looking pretty
No place in the world that can compared
Put your lighters in the air
Everybody say yeah, yeah yeaah

(Chorus)
New York, concrete jungle where dreams are made of
There's nothing you can't do
Now you're in New York
These streets will make you feel brand new
Big lights will inspire you
Hear it for New York",en
/sugababes/,Round Round,/sugababes/round-round.html,"Round, round baby round, round
Spend the night on me
I don't need no man
Got my kicks for free
Realise the vibe gonna be down low
I don't need nobody got my honeys
When I go round, baby round round
Spend the night on me
I don't need no man
Got my kicks for free
(Free free free free)

When your still in my face
You're messing with my brain
If you're trying to convince me
Then you better think again
If you move to my music
The music's got to give
If I'm too complicated
That's the way I want to live

If you hate me
I will show you
How to brain me
Into something new
If you want me
Run away now
If you stop me
Then I'll hit the ground
(Can we go, here we go)

Round, round baby round, round
Spend the night on me
I don't need no man
Got my kicks for free
Realise the vibe gonna be down low
I don't need nobody got my honeys
When I go

Explainations - no you don't need one
Having a good time
Getting down to the fun
And it's your time
Just tonight he'll be mine
And he's gone
Yeah

People moving, bodies grooving
Never ending
Place is moving
(Don't you worry 'bout a thing all you need is off your sting)
All my girls are here with me
Worry now they've got their need
(Do you feel me, do you feel me, do you feel me, do you feel me)
Woo

Round, round baby round, round
Spend the night on me
I don't need no man
Got my kicks for free
Realise the vibe gonna be down low
I don't need nobody got my honeys
When I go round baby round round
Spend the night on me
I don't need no man
Got my kicks for free
Realise the vibe gonna be down low
I don't need nobody but my honeys
When I go

Ooh
Does it hurt, when you see
How I've done
Without you
Thought that I could belong
Never thought that you could be so cruel
All you need is some friends
Won't be by yourself
Let's go round and round and round and round and r-o-u-nd

Round, round baby round, round
Spend the night on me
I don't need no man
Got my kicks for free
Realise the vibe gonna be down low
I don't need nobody got my honeys
When I go round baby round round
Spend the night on me
I don't need no man
Got my kicks for free
Realise the vibe gonna be down low
I don't need nobody but my honeys
When I go

Round, baby when I go
When I go
(When I go)
When I go
(When I go)
When I go
When I go round baby
(When I go)
When I go
(When I go)
When I go
(When I go)
When I go
When I go",en
/tennis/,Tender as a Tomb,/tennis/tender-as-a-tomb.html,"With my heart in my throat
And the sun in my face
Lying here in your arms
I know this is the place

I would never try to explain how it felt when we kissed
Courting reason in dreams while my body resists

I know my logic can lose you
But I think that we can get used to

My footsteps over the concrete blistering in June
My heart leaps over the concrete
Oh I live for you
Each footstep over the concrete
Tender as a tomb
My heart leaps over the concrete
Oh I live for you

With my throat in my heart
And my face on the sun
In your arms, I will lay
Till my dreaming is done

Buried under mountains of earth
On the crest of a wave
Courting reason in love is a terrible waste

I know my logic can lose you
But I think that we can get used to

My footsteps over the concrete blistering in June
My heart leaps over the concrete
Oh I live for you
Each footstep over the concrete
Tender as a tomb
My heart leaps over the concrete
Oh I live for you",en
/alok/,"I Need Someone (With Faithless, feat. Nathan Ball & Caleb Femi)",/alok/i-need-someone-with-faithless-feat-nathan-ball-caleb-femi.html,"I used to think that I knew you well
And I see you stand as the battle fell
You come in pieces half of the time
We'd glue this together if we could rewind

'Cause I need someone
Should I call you up
'Cause I need someone
Should I call you up
'Cause I need someone
Should I call you up

This goes around like the turn of the tide
So we're in pieces half of the time

'Cause I need someone
Should I call you up
'Cause I need someone
Should I call you up
'Cause I need someone
Should I call you up
'Cause I need someone
Should I call you up
Cause I need someone
Should I call you up",en
/racer-x/,Getaway,/racer-x/getaway.html,"Get, get away
Get away
Get, get away
Get away

You like 'em long
You like 'em lean
You kiss me once then you're back out on the scene
(Ya know what I mean)

I just found out the other day
Ya like to use and abuse me
(Yes just don't keep it clean)

Maybe someday I can find
A way to keep you and my peace of mind
I need a little release
Gotta get myself free

Get away
Ya get away
I gotta Get away, get away
Get away

I told you once
I told you twice
Your kind of love is a bad roll of the dice
(Snake eyes)

Get me up to let me down
I set things straight you turn them around
I can't take no more of this dear
You get the hell out of here

Get away
Ya get away
Ya better get away, get away
Get away

I think I finally realize
You ain't worth a cold thin dime
No talkin' second chance
You've been a waste of my time

Go on get away
Ya get away
Get out get out
Get away
Get away
Get away
You better get away, get away
Well get away
You better get away, get away
Get away
Get out, get away
Get away",en
/laura-marling/,Failure,/laura-marling/failure.html,"He used to be a singer in a rock and roll band
he would write the songs and I'd tremble at his hand but oh, la laa
he lost poetic ethic and his songs were pathetic, and he's a failure now

he used to be the life and soul of everyone around
you'd never catch him looking up and never see him down but oh, la laa
he couldnt raise a smile oh not for a while and he's a failure now

dont cry child, you've got so much more to live for
dont cry child, you've got something I would die for
and if it come to the rain, just be glad you'll smile again
cause so many don't.
And so many go unamed

people push right past me shouting various claims
a preacher pushes me a side and asked to wash my sins i said no, la laa
if he made me in his image, then hes a failure too
and I used to need a couple o people keep my head down
now I need a whole lot more to keep me on the ground but oh, la laa
I gave up something and i gave it up for nothing and I am failure now

dont cry child, you've got so much more to live for
dont cry child, you've got something i would die for
and if it come to the rain, just be glad you'll smile again
cause so many don't.
And so many go unamed",en
/soundgarden/,Fresh Tendrils,/soundgarden/fresh-tendrils.html,"LONG TIME COMING
IT SEEMED TO TAKE ME THROUGH
LONGTIME COMING
MANY SERVED THE FEW
AND LONG TO TASTE THE SHAME
THAT BOWS DOWN BEFORE YOU


LONG TIME COMING
IT SEEMED TO GET ME BY
LONG TIME COMING
IT SEEMED TO SATISFY
YOU LONGED TO TASTE THE SHAME
THAT EVERYBODY TRIES


SHAME SHAME
THROW YOURSELF AWAY
GIVE ME LITTLE BITS OF
MORE THAN I CAN TAKE
IF IT SITS UPON YOUR TONGUE
OR NAKED IN YOUR EYES
GIVE ME LITTLE BITS OF
MORE THAN I CAN TRY


LONG TIME COMING
IT SEEMED TO TAKE ME THROUGH
LONG TIME COMNING
MANY SERVED THE FEW
AND LONG TO TASTE THE SHAME
THAT BOWS DOWN BEFORE YOU


SHAME SHAME
THROW YOURSELF AWAY
GIVE ME LITTLE BITS OF
MORE THAN I CAN TAKE
IF IT SITS UPON YOUR TONGUE
OR NAKED IN YOUR EYES
GIVE ME LITTLE BITS OF
MORE THAN I CAN TRY
",en
/stratovarius/,Soldiers Prayer,/stratovarius/soldiers-prayer.html,"Stars shine bright in the sky
warning you gonna die
Freezing wind blows across the snow plains
Here all alone


Marching towards the front line
Hoping this is the last time
Fighting for what I don't know
Praying something I can't conceive

Won't you please save my soul
Trying to find my way home
Kill or be killed is the law in this mad game
Won't you please save mi life
I'm not ready to die
Just trying to find my way back to home again

What is wrong with the mankind?
All those things that you can find
We just waste our time
War is just another crime

Marching towards the front line
Hoping this is the last time
Fighting for what I don't know
Praying something I can't conceive

Won't you please save my soul
Trying to find my way home
Kill or be killed is the law in this mad game
Won't you please save mi life
I'm not ready to die
Just trying to find my way back to home again

Won't you please save my soul
Trying to find my way home
Kill or be killed is the law in this mad game
Won't you please save mi life
I'm not ready to die
Just trying to find my way back to home again",en
/caetano-veloso/,Jokerman,/caetano-veloso/jokerman.html,"Standing on the waters casting your bread
While the eyes of the idol with the iron head are glowing.
Distant ships sailing into the mist,
You were born with a snake in both of your fists while a hurricane was blowing.
Freedom just around the corner for you
But with the truth so far off, what good will it do?
Jokerman dance to the nightingale tune,
Bird fly high by the light of the moon,
Ohhhhh, oh, oh,ohhhhh oh oh oh oh Jokerman.

So swiftly the sun sets in the sky,
You rise up and say goodbye to no one.
Fools rush in where angels fear to tread,
Both of their futures, so full of dread, you don't show one.
Shedding off one more layer of skin,
Keeping one step ahead of the persecutor within.

Jokerman dance to the nightingale tune,
Bird fly high by the light of the moon,
Oh, oh, oh, Jokerman.

You're a man of the mountains, you can walk on the clouds,
Manipulator of crowds, you're a dream twister.
You're going to Sodom and Gomorrah
But what do you care? Ain't nobody there would want to marry your sister.
Friend to the martyr, a friend to the woman of shame,
You look into the fiery furnace, see the rich man without any name.

Jokerman dance to the nightingale tune,
Bird fly high by the light of the moon,
Oh, oh, oh, Jokerman.

Well, the Book of Leviticus and Deuteronomy,
The law of the jungle and the sea are your only teachers.
In the smoke of the twilight on a milk-white steed,
Michelangelo indeed could've carved out your features.
Resting in the fields, far from the turbulent space,
Half asleep near the stars with a small dog licking your face.

Jokerman dance to the nightingale tune,
Bird fly high by the light of the moon,
Oh. oh. oh. Jokerman.

Well, the rifleman's stalking the sick and the lame,
Preacherman seeks the same, who'll get there first is uncertain.
Nightsticks and water cannons, tear gas, padlocks,
Molotov cocktails and rocks behind every curtain,
False-hearted judges dying in the webs that they spin,
Only a matter of time 'til night comes steppin' in.

Jokerman dance to the nightingale tune,
Bird fly high by the light of the moon,
Oh, oh, oh, Jokerman.

It's a shadowy world, skies are slippery gray,
A woman just gave birth to a prince today and dressed him in scarlet.
He'll put the priest in his pocket, put the blade to the heat,
Take the motherless children off the street
And place them at the feet of a harlot.
Oh, Jokerman, you know what he wants,
Oh, Jokerman, you don't show any response.

Jokerman dance to the nightingale tune,
Bird fly high by the light of the moon,
Oh, oh, oh, Jokerman.",en
/tenacious-d/,Rock Is Dead,/tenacious-d/rock-is-dead.html,"Go

Rock is dead, rock is dead
Rock is dead, rock is dead
Talk to my friend, that's what he said
Is rock still around? No, rock is dead
It's all over, rock and roll is dead

Bottle of Jack, Mercury Fred
Muscle Car, Grateful Dead
Lord of the Rings, Zepplin of Led
Devil tattoo, Right said Fred
It's all over, rock and roll is dead

Take it, Kones!

Started with blues, Belly of lead
Then there was Elvis, Nicky some red
Beatles arrive, starded a trend
Axel Rose, give me some head
It's all over, rock and roll is dead

Rock is dead, rock is dead
Rock is dead, rock is dead
Get that freight train out of my head
Because a rock and a roll is a fuckin' dead
It's all over, rock and roll is dead
It's all over, rock and roll is dead
It's all over, rock and roll
Oh so baby now, rock and roll
R-r-r-r-r-rock and roll
Is dead

Woo",en
/lobao/,Soldier Lips,/lobao/soldier-lips.html,"Soldier lips
I've got soldier lips
Hungry for health!
For whatever better comes around
Hungry for your love
Blood drips of the sight
Of my side
My best friend died
And I'm running for my life
And I can't see the end of times
And I'll see you at the end
And I'll be another man
And I really hope you understand!
Soldier lips
I've got soldier lips
Soldier lips
I feel just like a fool
Backing time of school
And I'll be with you at the end
But you never, never understand
I just want to be alone
Like a crazy mother fucker clone
Of whoever good comes around
But I'm always over my ground
Trying on the long run to give
The best to you
Soldier lips
I've got soldier lips
Soldier lips.


(fonte: site oficial)",en
/my-morning-jacket/,Least Expected,/my-morning-jacket/least-expected.html,"We got our own problems to solve
Here at home
How do we show them
That they are wrong?
There's only one home
Only one earth, we share it all
Only one love

Only one love
Only one love, only one love

Flying through the sunset
When the sky was pink
You called a sparrow
On down to sing for me
When I was scared
You took good care
Oh, you gave me love, yeah
You gave me love when I least expected
Reunited with what I'd lost

Diamonds reflected
In the waters view
How much our love
Could change the world we knew
We saw the teeth of the dragon
In the flowers green
How much our love
Impacts the world we see
In sickness and in health
You took good care
Oh, you gave me love, yeah

You gave me love when I least expected
Sacred love we made when I need it most
Oh, you woke up when I least expected
We must be thankful for what we got
Oh, you helped me find what I never even knew was lost
Oh, I hold you sacred now
You gave me love when I least expected
Reunited with what I'd lost

Into the universe
The earth holds the key
A divine drug
The dirt that grows the tree
We live in its shade
And in the love we make
I knew you before birth
And now this life we share
We'll enter into death
You know we'll meet again
Oh, to share our love
Oh, to share our love

You gave me love when I least expected
Sacred love we made when I need it most
Oh, you woke up when I least expected
We must be thankful for what we got
Oh, you helped me find what I never even knew was lost
Oh, I hold you sacred now
You gave me love when I least expected
Reunited with what I'd lost

People say
We got our own problems to solve
Here at home
How do we show them that they are wrong?
There's only one home
Only one earth, we share it all
Only one blood
Only one earth, we share it all
Only one love",en
/dropkick-murphys/,The Burden,/dropkick-murphys/the-burden.html,"""The Burden""

He came from nothing he tried them all you gotta
live low before you see them fall
Always a loser he lost his shine they had no idea
what kept the beast alive
Cause’ Franky is gonna be alright yeah Franky
is gonna be alright
They said he was broken never coming back but
Franky is gonna be alright
He swore to show them outlast them all and someday
they would see him standing tall
He’d never give in no not back down I hope
they never give up on his sound
Cause Franky is gonna be alright yeah
Franky’s gonna be alright
They said they’d be placing roses on his grave
but Franky’s gonna be alright
Franky don’t give up on yourself you heard
the voice inside
Franky don’t give up on yourself
only you can save your life
Only you can save your life
He came from nothing he tried them all
you gotta live low before you see them fall
Always a loser he lost his shine you had
no idea what kept the beast alive
Cause Franky’s gonna be alright yeah
Franky is gonna be alright
Yeah franky is gonna be alright
They said they’d be placing roses on his grave
but Franky’s gonna be alright


By Os@r Luiz",en
/jojo/,Waiting For You,/jojo/waiting-for-you.html,"Still got my heart on lock
Remembering what I forgot
I tell myself, I miss you now
But I'm waiting, I'm still waiting
No, I can't escape this house
I turn it up to drown you out
And though I'm drowning in my doubt
I'm still waiting, I've been patient

Waiting for you
Every night, every night
I've been waiting for you
Don't know why, don't know why
But I can't ignore you
Don't know what, don't know what
What I did before you
Every night, every night

Waiting for you
Time passes both of us, seems like I'm always
Waiting for you
Good as it ever was, feels like I'm always
Waiting for you

Waiting for you
Waiting for you

Been holding on so long
Wondered if the thrill had gone
But I'm not the only one
Who's been waiting, I'm just saying
(Waiting for you)
So fight, you need to win
Before they let you in
I hear 'em asking where you been
We've been patient, we've been waiting

Waiting for you
Every night, every night
I've been waiting for you
Don't know why, don't know why
But I can't ignore you
Don't know what, don't know what
What I did before you
Every night, every night

Waiting for you
Time passes both of us
Seems like I'm always
Waiting for you
Good as it ever was
Feels like I'm always
Waiting for you

Oh, I've been waiting for you
I've been waiting for you

OOh
(For me) (for you)
Me, you
(For me) (for you)

Yeah, yeah
Yeah, yeah
Yeah, yeah, yeah (I've been waiting for you)
Yeah, yeah
Yeah, yeah, yeah, yeah (I've been waiting for you)
Yeah, yeah
Yeah, yeah, yeah (I've been waiting for you)
Yeah, yeah
Yeah, yeah, yeah, yeah

Waiting for you
Time passes both of us
Seems like I'm always
Waiting for you
Good as it ever was
Feels like I'm always
Waiting for you
Time passes both of us
Seems like I'm always
Waiting for you
Good as it ever was
Feels like I'm always
Waiting for you",en
/bob-dylan/,The Shape I'm In,/bob-dylan/the-shape-im-in.html,"Go out yonder, peace in the valley
Come downtown, have to rumble in the alley
Oh, you don't know the shape I'm in

Has anybody seen my lady
This living alone will drive me crazy
Oh, you don't know the shape I'm in


I'm gonna go down by the wa - ter
But I ain't gonna jump in, no, no
I'll just be looking for my mak - er
And I hear that that's where she's been? Oh!

Out of nine lives, I spent seven
Now, how in the world do you get to Heaven
Oh, you don't know the shape I'm in

I just spent 60 days in the jailhouse
For the crime of having no dough
Now here I am back out on the street
For the crime of having nowhere to go

Save your neck or save your brother
Looks like it's one or the other
Oh, you don't know the shape I'm in

Now two young kids might start a ruckus
You know they feel you trying to shuck us
Oh, you don't know the shape I'm in
",en
/blue/,When Summer's Gone,/blue/when-summers-gone.html,"She was a lonely type
Her heart can not disguise
Her passion...for life


She had a love for art
(art)
Painted pictures with her heart
She's One (she's one)...Of a kind


She's standing tall
She's got it all
She's everything
I'm looking for
Ooh


She's standing tall
She's got it all
She's everything
(everything)
I'm looking for


[Chorus:]
If you want me like I want you
If you need me like I need you
Its alright


If you love me like I love you
Let me be the one to hold you
Through the night


We'll be walking though leaves
When summers gone
We'll carry on


We'll be walking through leaves
When summers gone
We'll carry on


I am a simple man
Take pride in what I am
Got passion
(passion)
For life
(for life)
Don't think I'm like the rest
With my heart up on my chest
I try to...Be kind


She's standing tall
She's got it all
yehhh
She's everything
I'm looking for
Ooh Yeah Yeah Yeah Yeah Yeah


She's standing tall
She's got it all
(got it all)
She's everything that I'm looking for
Yeah


[Chorus:]
If you want me like I want you
If you need me like I need you
Its alright


If you love me like I love you
(if you want me)
Let me be the one to hold you
(if you need me)
Through the night


We'll be walking though leaves
When summers gone
We'll carry on
(ooh we'll carry on)
(ooh we'll carry on)


We'll be walking through leaves
When summers gone
We'll carry on


Somehow I do believe
Some things are meant to be yeah......


[Chorus:]
If you want me like I want you
If you need me like I need you
Its alright

(yeah.....)


If you love me like I love you
(if you want me)
Let me be the one to hold you
Through the night
(ooh yeahhhhh)


We'll be walking though leaves
When summers gone
We'll carry on


We'll be walking through leaves
When summers gone
We'll carry on
",en
/rage-against-the-machine/,This Is Your Life,/rage-against-the-machine/this-is-your-life.html,"and you open the door and you step inside
we're inside our hearts.
now imagine your pain is a white ball of healing light.
that's right,
feel your pain, the pain itself,
it's a white ball of healing light.
I don't think so.
this is your life.
good to the last drop,
doesn't get any better than this.
this is your life,
and it's ending one minute at a time.
this isn't a seminar
and this isn't a weekend retreat.
where you are now you can't even imagine what the bottom will be like.
only after disaster can we be resurrected.
it's only after you have lost everything that you
are free to do anything.
nothing is static, everything is appalling,
everything is falling apart.
this is your life (repeat)
it doesn't get any better than this.
this is your life (repeat)
and it's ending one minute at a time.
you are not a beautiful and unique snowflake.
you are the same decaying organic matter as everything else.
we are all a part of the same compost heap,
we are the all-singing,
all-dancing crap of the world.
you are not your bank account,
you are not the clothes you wear.
you are not the contents of your wallet.
you are not your bowel cancer.
you are not your Grande Latte.
you are not the car you drive.
you are not your fucking khakis.
you have to give up,
you have to give up.
you have to realize that someday you will die,
until you know that you are useless.
I say let me never be complete.
I say may I never be content.
I say deliver me from Swedish furniture!
I say deliver me from clever art.
I say deliver me from clear skin and perfect teeth.
I say you have to give up.
I say evolve, and let the chips fall where they may.
this is your life (repeat)
it doesn't get any better than this.
this is your life (repeat)
and it's ending one minute at a time.
you have to give up.
you have to give up.
(in the background you can hear tyler durden shouting I want you to hit me as hard as you can!)
welcome to fight club,
if this is your first night, you have to fight.

rules of fight club
gentlemen, welcome to fight club

1st rule of fight club: you don't talk about fight club
2nd rule of fight club: you do not talk about fight club
3rd rule of fight club: when someone say stop or goes limp, the fight is over.
4th rule of fight club: only two guys to a fight.
5th rule of fight club: one fight at a time.
6th rule of fight club: no shirts. no shoes.
7th rule of fight club: fights go on as long as they have to.
8th and final rule: if this is your first night at fight club, you have to fight.",en
/sleigh-bells/,Crush,/sleigh-bells/crush.html,"With your hair in braids
Your mother tips the maid
Blind-folded nun
You make the shot-gun spray
(Make you or break you!)
Who you gonna run to now
(Make you or break you!)
Who you gonna run to now

You think you're classic today
You must be basic baby
You think you're classic today
I better check on you
(Make you or break you!)
Who you gonna run to now
(Make you or break you!)
Who you gonna run to now

I gotta crush on
I gotta crush you
Baby please
I gotta crush on
I gotta crush you now

And what goes around
You know it comes around
And if it comes around
You know the kids are down
(Make you or break you!)
Who you gonna run to now
(Make you or break you!)
Who you gonna run to now

With your hair pulled tight
You're so essential tonight
You always crush and come
You make the shotgun spray
(Make you or break you!)
Who you gonna run to now
(Make you or break you!)
Who you gonna run to now

I gotta crush on
I gotta crush you
Baby please
I gotta crush on
I gotta crush you now

And what goes around
You know it comes around
And if it comes around
You know the kids are down
(Make you or break you!)
Who you gonna run to now
(Make you or break you!)
Who you gonna run to now

You think you're classic today
You must be basic baby
You think you're classic today
I better check on you
(Make you or break you!)
Who you gonna run to now
(Make you or break you!)
Who you gonna run to now

I gotta crush on
I gotta crush you
Baby please
I gotta crush on
I gotta crush you now

You love it!
You love it!
Baby please
You love it!
You love it!
Baby please
You love it!
You love it!
Baby please
You love it!
You love it!
Baby please

I gotta crush on
I gotta crush you
Baby please
I gotta crush on
I gotta crush you now

And what goes around
You know it comes around
And what goes around
You know it comes around
And what goes around
You know it comes around
And what goes around
You know it comes around",en
/mary-j-blige/,Our Love,/mary-j-blige/our-love.html,"Lyrics: Charles Jackson, Marvin Yancy
Music: James Mtume

You're my morning star
Shining brightly beside me
And if we keep this love
It would last through all eternity

Just the way we are
Our love story
It's just the way it should be

Chorus 1:
Cause our love
Will stand tall as the trees
Our love
Will spread as wide as the sea
Our love
Will shine bright in the night
Like the stars above
And we'll always be together
Our love

My love is surely one thing
You can surely depend on
In times of darkness and fear
I go to you
I know you'll make me strong

You're gonna make me happy
You're gonna make me smile

Chorus 2:
Our love
Will stand tall as the trees
Our love
Will be for the whole world to see
Our love
Will change people's wrongs to rights
And will never die
Cause we'll always have each other

ooh, ooh, ooh, oh

Chorus 1

Break it down
Just a little
Because love is soft, love is sweet
Love is nice, love is gentle
Love is joy, love is pain
Love is laughing in the rain
I got love on my mind
Love is always right on time
love is you, love is me
Love is just a little baby
(Our love) I got love on my mind
Love is always right on time
Love is you, love is me
Love is gonna set me free
(Our love)


",en
/bee-gees/,Nights On Broadway,/bee-gees/nights-on-broadway.html,"Here we are
In a room full of strangers
Standing in the dark
Where your eyes couldn't see me

Well, I had to follow you
Though you did not want me to
But that won't stop my lovin' you
I can't stay away

Blamin' it all on the nights on Broadway
Singin' them love songs
Singin' them ""straight to the heart"" songs
Blamin' it all on the nights on Broadway
Singin' them sweet sounds
To that crazy, crazy town

Now, in my place
There are so many others
Standin' in the line
How long will they stand between us?

Well, I had to follow you
Though you did not want me to
But that won't stop my lovin' you
I can't stay away

Blamin' it all
On the nights on Broadway
Singin' them love songs
Singin' them ""straight to the heart"" songs

Blamin' it all
On the nights on Broadway
Singin' them sweet sounds
To that crazy, crazy town

I will wait ...
Even if it takes forever
I will wait ...
Even if it takes a lifetime
Somehow I feel inside
You never ever left my side
Make it like it was before
Even if it takes a lifetime, takes a lifetime
Blamin' it all
On the nights on Broadway
Singin' them love songs
Singin' them ""straight to the heart"" songs

Blamin' it all
On the nights on Broadway
Singin' them sweet sounds
To that crazy, crazy town

Blamin' it all
On the nights on Broadway
Singin' them sweet sounds
To that crazy, crazy town

I blame it all
On the nights on Broadway
Singin' them love songs
Singin' them ""straight to the heart"" songs
",en
/rage-against-the-machine/,Zapata's Blood,/rage-against-the-machine/zapatas-blood.html,"Zapata's blood
Like they deserve
Wasn't spilt in vein
So now you're pullin' the moves pullin' the moves
Pullin' the moves
We'll wage, we'll wage we'll wage war
To replace our name
Some guys got blurred
So now you're pullin' the moves, pullin'
The moves, pullin' the moves
We'll wage, we'll wage, we'll wage war
To reclaim our terrain

On january 1st, 1994
The indigenous farmers of southern mexico
Declared war on an unjust
And illigitimate government

Of of the debt of the most wild, the most poor
Came a just arm struggle
For democracy, justice, and liberty
And it won't stop until that 65 year old dictatorship,
The partido revolucionario institucional
Is buried in the ground
And the people's voice is heard once again

So check it out:
On january 1st, they became known as
The zapatista movement
And they have a saying, and I want you all to
Sing along with me real quick.
It goes something like this
It goes, everything for everyone...
And nothing for ourselves.
Everything for everyone, and nothing for ourselves.
Everything for everyone, and nothing for ourselves.
Everything for everyone, and nothing for ourselves.
Yeah, sing that shit...
Everything for everyone, and nothing for ourselves.
Everything for everyone, and nothing for ourselves.
Everything for everyone, and nothing for ourselves.
Everything for everyone, and nothing for ourselves...",en
/tesla/,Hand Me Down World,/tesla/hand-me-down-world.html,"Anybody here see the noise, see the fear
And commotion,
I think we missed it
Anybody here see the love, see the hate
Being motioned...

(Chorus)
Don't Give me no hand me down shoes
Don't Give me no hand me down love
Don't Give me no hand me down world
Got one already.

Anybody here see the long distance cheer
For the notion,
I think we missed it
Anybody here see the sky weaping tears
For the ocean...

(Chorus)

Anybody here see fuzzy-wuzzly loving cup explosion
I think we missed it
Anybody here see the changing of the year-end emotion...

(Chorus)

Don't give me no hand me down world

I don't wanna take it and I really don't need it",en
/melanie-c/,I Wonder What It Would Be Like,/melanie-c/i-wonder-what-it-would-be-like.html,"I see you every day
I've known you for a while
You always say hello
I love the way you smile

Do you have any idea what seeing you does to me
I can feel you look in my direction, when will you give into me?

I wonder what it would be like
If we turned out the light
I wonder what it would be like
I'm longing for ya, wanna adore ya
Who would be the first to strike
If you stayed the night
I wonder what it would be like to love you

Well don't you think its strange
Fate brought you to my side
(brought you to my side)
I was doing crunches
You were on stationary bike

I had given up on love I'd met too many freaks (met too many freaks)
Ever since I was seventeen I've been on this loosing streak

I wonder what it would be like
(What would it be like)
If we turned out the light
I wonder what it would be like
(What would it be like)
I'm longing for ya, wanna adore ya
Who would be the first to strike
(Who would be the first to strike)
If you stayed the night
I wonder what it would be like to love you
(What would it be like)

You can look at someone and use your imagination
Oh give in (give in), give in (give in) give in to temptation

I wonder what it would be like
(What would it be like)
If we turned out the light
(Turned out the light)
I wonder what it would be like
(What would it be like)
I'm longing for ya, god I adore ya
Who would be the first to strike
(Who would be the first to strike)
If you stayed the night
(You stayed the night)
I wonder what it would be like to love you

I wonder what it would be like
(What would it be like)
If you would hold me tight
(Turned out the light)
I wonder what it would be like
(What would it be like)
To love you, to love you, to love you
",en
/incognito/,Restless As We Are,/incognito/restless-as-we-are.html,"I knew if I found the patience
Then eventually in time
I'd find someone whose journey
Could be a part of mine
I feel I can go the distance
Without raising false alarms
Because you understand me
And I realize your charms

I'm through with hesitation
This time I've come around
I'm under no illusion
That love cannot be found

And still with clouds above me
Everything looks bright
I've never felt like this before
I'm drawn into the light

Where skies fall into oceans
We'll always share the dawn
Crazy 'bout each other
Restless as we are
Where streetlights cast their shadows
We'll consume the night
Bound to one another
Restless as we are

Some live their lives with prudence
But that's not you and I
Journeys, songs and poetry
Ending with a sigh",en
/missy-elliott/,The Rain (Supa Dupa Fly),/missy-elliott/the-rain-supa-dupa-fly.html,"Me I'm supa fly supa dupa fly
I can't stand the rain
Me I'm supa fly sups dupa fly
When the rain hits my window
I take a puff, puff me some indo
Me and Timbaland-ohh
We tango-dango
We so tight that you get our styles tangled
Sway-lo dosi-do like you loco
Can we get kinky tonight?
Like CoCo , so so
You don't wanna play with my Yo-Yo
I smoke my hydro on the D-L

Chorus:4x

I can't stand tha' rain
Against my window

Beep Beep
Who got the keys to tha' jeep?
VRROOOOM
I'm drivin to tha beach
Top down
Loud sounds see my peeps
Give them pound
Now look who it be
It be me me me and Timothy
Look lik eit baout to rain whatta shame
I got tha armor all shine to tha stain
Oh Missy
Try and maintin
Freaky Freaky Freaky

Chorus

I feel tha wind
Five, six, seven, eight, nine, ten
Begin, I sit on Hills like Lauryn
Until tha rain starts
Comin down
Pourin
Chill
I got my umbrella
My finger waves these dats
They fall like Humpty
Chunky
I break up with hime before he dump me
To hav eme oh yes you lucky

Chorus 1.5x
",en
